po_number,po_line,posting_date,company_code,site_id,site_name,department_id,department_name,cost_center,supplier_child_id,supplier_child_name,supplier_parent_id,supplier_parent_name,supplier_grandparent_id,supplier_grandparent_name,item_code,item_cat_l_id,item_cat_l_name,item_cat_m_id,item_cat_m_name,item_cat_s_id,item_cat_s_name,uom,quantity,unit_price,net_amount,currency,payment_terms,buyer,contract_flag,purchasing_channel,tax_amount,gross_amount
PO20253000318,1,2025-08-17,JP01,S004,関西物流センター,D002,営業（リテール）,CC4101,SC037,サミットロジ8 合同会社,SP017,Packaging Partners,SGP007,Packaging & Materials Group,IM000237,CL005,IT,CM048,IT運用,CS0237,IT運用（プレミアムプラン）,SET,1.0,1346477.37,1346477.37,JPY,NET45,SUZUKI,1,Catalog,134647.74,1481125.11
PO20253000418,1,2025-08-17,JP01,S002,横浜オフィス,D007,カスタマーセンター,CC7001,SC036,エコーマーケ15 K.K.,SP016,Facilities Procurement Services,SGP006,Facilities & Workplace Services,IM000047,CL001,マーケティング,CM010,データ分析,CS0047,データ分析（プレミアムプラン）,PACK,10.0,1091919.84,10919198.4,JPY,NET30,SUZUKI,0,Framework,1091919.84,12011118.24
PO20253000055,1,2025-08-18,JP01,S003,関東物流センター,D001,マーケティング,CC4001,SC029,ノヴァサプライ99 K.K.,SP009,Travel East Japan,SGP009,Travel & Events Network,IM000145,CL003,ビジネスサービス,CM029,設備保全,CS0145,設備保全（単発作業）,LOT,1.0,4040849.22,4040849.22,JPY,NET45,KOBAYASHI,0,Spot,404084.92,4444934.14
PO20253000082,1,2025-08-18,JP01,S005,名古屋拠点,D008,総務,CC1001,SC006,フロンティアデジタル78 K.K.,SP006,Facilities West Japan,SGP006,Facilities & Workplace Services,IM000106,CL003,ビジネスサービス,CM022,人材派遣,CS0106,人材派遣（標準プラン）,MONTH,1.0,6668422.04,6668422.04,JPY,NET60,UEDA,0,Framework,666842.2,7335264.24
PO20253000086,1,2025-08-18,JP01,S005,名古屋拠点,D001,マーケティング,CC4001,SC009,クレストデジタル74 合同会社,SP009,Travel East Japan,SGP009,Travel & Events Network,IM000063,CL002,リテールプロモ,CM013,ノベルティ,CS0063,ノベルティ（スポット対応）,HOUR,40.0,239663.28,9586531.2,JPY,NET45,SATO,0,eProc,958653.12,10545184.32
PO20253000276,1,2025-08-18,JP01,S003,関東物流センター,D008,総務,CC1001,SC015,ノヴァロジ21 Ltd.,SP015,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000095,CL002,リテールプロモ,CM019,売場データ,CS0095,売場データ（単発作業）,SET,3.0,1795351.14,5386053.41,JPY,NET45,KOBAYASHI,1,Spot,538605.34,5924658.75
PO20253000357,1,2025-08-18,JP01,S001,本社（東京）,D006,物流,CC5001,SC042,オリオンコンサル97 合同会社,SP002,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000060,CL002,リテールプロモ,CM012,POP/印刷,CS0060,POP/印刷（単発作業）,PACK,20.0,837444.98,16748899.63,JPY,NET30,UEDA,0,Catalog,1674889.96,18423789.59
PO20253000453,1,2025-08-18,JP01,S005,名古屋拠点,D007,カスタマーセンター,CC7001,SC023,クレストイベント47 合同会社,SP003,Business Services Holdings Solutions,SGP003,Business Services Holdings,IM000149,CL003,ビジネスサービス,CM030,総務支援,CS0149,総務支援（月額サブスク）,LOT,12.0,6321064.8,75852777.65,JPY,NET30,SATO,1,Spot,7585277.76,83438055.41
PO20253000247,1,2025-08-20,JP01,S001,本社（東京）,D009,SCM企画,CC5101,SC014,サミットプロモ78 合同会社,SP014,SCM East Japan,SGP004,SCM & Logistics Group,IM000040,CL001,マーケティング,CM008,SEO/コンテンツ,CS0040,SEO/コンテンツ（単発作業）,HOUR,20.0,207503.3,4150065.92,JPY,NET30,SATO,0,eProc,415006.59,4565072.51
PO20253000005,1,2025-08-22,JP01,S001,本社（東京）,D008,総務,CC1001,SC009,クレストデジタル74 合同会社,SP009,Travel East Japan,SGP009,Travel & Events Network,IM000096,CL002,リテールプロモ,CM020,販促物流,CS0096,販促物流（標準プラン）,EA,2.0,1352113.5,2704226.99,JPY,NET30,TANAKA,0,Catalog,270422.7,2974649.69
PO20253000051,1,2025-08-22,JP01,S003,関東物流センター,D006,物流,CC5001,SC017,フロンティアマーケ30 株式会社,SP017,Packaging Partners,SGP007,Packaging & Materials Group,IM000105,CL003,ビジネスサービス,CM021,BPO/事務委託,CS0105,BPO/事務委託（単発作業）,EA,20.0,1147412.07,22948241.45,JPY,NET30,SATO,0,eProc,2294824.14,25243065.59
PO20253000243,1,2025-08-22,JP01,S002,横浜オフィス,D004,人事,CC2201,SC045,オリオンロジ9 K.K.,SP005,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000096,CL002,リテールプロモ,CM020,販促物流,CS0096,販促物流（標準プラン）,EA,2.0,1822839.72,3645679.43,JPY,NET30,SATO,0,eProc,364567.94,4010247.37
PO20253000405,1,2025-08-22,JP01,S005,名古屋拠点,D008,総務,CC1001,SC048,アクティブロジ9 株式会社,SP008,HR Partners,SGP008,HR & Talent Solutions Group,IM000035,CL001,マーケティング,CM007,CRM/メール,CS0035,CRM/メール（単発作業）,PACK,1.0,960631.12,960631.12,JPY,NET60,UEDA,1,Framework,96063.11,1056694.23
PO20253000136,1,2025-08-23,JP01,S005,名古屋拠点,D002,営業（リテール）,CC4101,SC046,アクティブパッケージ71 合同会社,SP006,Facilities West Japan,SGP006,Facilities & Workplace Services,IM000088,CL002,リテールプロモ,CM018,リテールメディア,CS0088,リテールメディア（スポット対応）,LOT,6.0,5045796.34,30274778.06,JPY,NET30,SUZUKI,0,eProc,3027477.81,33302255.87
PO20253000191,1,2025-08-25,JP01,S002,横浜オフィス,D001,マーケティング,CC4001,SC008,ブルームプロモ71 K.K.,SP008,HR Partners,SGP008,HR & Talent Solutions Group,IM000147,CL003,ビジネスサービス,CM030,総務支援,CS0147,総務支援（プレミアムプラン）,SET,20.0,2180148.23,43602964.58,JPY,NET60,UEDA,0,Catalog,4360296.46,47963261.04
PO20253000031,1,2025-08-26,JP01,S001,本社（東京）,D001,マーケティング,CC4001,SC013,ネクサスデジタル46 合同会社,SP013,Business Services Holdings Japan K.K.,SGP003,Business Services Holdings,IM000017,CL001,マーケティング,CM004,SNS運用,CS0017,SNS運用（プレミアムプラン）,PACK,10.0,1202769.39,12027693.89,JPY,NET60,SUZUKI,0,Catalog,1202769.39,13230463.28
PO20253000145,1,2025-08-26,JP01,S005,名古屋拠点,D001,マーケティング,CC4001,SC046,アクティブパッケージ71 合同会社,SP006,Facilities West Japan,SGP006,Facilities & Workplace Services,IM000007,CL001,マーケティング,CM002,デジタル広告,CS0007,デジタル広告（プレミアムプラン）,HOUR,160.0,146290.17,23406427.0,JPY,NET60,KOBAYASHI,1,eProc,2340642.7,25747069.7
PO20253000356,1,2025-08-27,JP01,S005,名古屋拠点,D002,営業（リテール）,CC4101,SC014,サミットプロモ78 合同会社,SP014,SCM East Japan,SGP004,SCM & Logistics Group,IM000125,CL003,ビジネスサービス,CM025,会計/経理,CS0125,会計/経理（単発作業）,EA,50.0,1160024.34,58001217.23,JPY,NET30,UEDA,1,Catalog,5800121.72,63801338.95
PO20253000152,1,2025-08-30,JP01,S001,本社（東京）,D006,物流,CC5001,SC047,クレストロジ1 株式会社,SP007,Packaging East Japan,SGP007,Packaging & Materials Group,IM000063,CL002,リテールプロモ,CM013,ノベルティ,CS0063,ノベルティ（スポット対応）,HOUR,20.0,266739.16,5334783.2,JPY,NET60,SUZUKI,1,eProc,533478.32,5868261.52
PO20253000174,1,2025-08-30,JP01,S005,名古屋拠点,D009,SCM企画,CC5101,SC032,ノヴァビジネス65 株式会社,SP012,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000006,CL001,マーケティング,CM002,デジタル広告,CS0006,デジタル広告（標準プラン）,SET,2.0,1372266.2,2744532.39,JPY,NET60,SATO,1,Spot,274453.24,3018985.63
PO20253000232,1,2025-08-30,JP01,S002,横浜オフィス,D004,人事,CC2201,SC008,ブルームプロモ71 K.K.,SP008,HR Partners,SGP008,HR & Talent Solutions Group,IM000007,CL001,マーケティング,CM002,デジタル広告,CS0007,デジタル広告（プレミアムプラン）,HOUR,40.0,252868.04,10114721.57,JPY,NET60,KOBAYASHI,0,Spot,1011472.16,11126193.73
PO20253000392,1,2025-08-30,JP01,S005,名古屋拠点,D006,物流,CC5001,SC031,エコーマーケ93 K.K.,SP011,Global Marketing Alliance Agency,SGP001,Global Marketing Alliance,IM000133,CL003,ビジネスサービス,CM027,コンサル,CS0133,コンサル（スポット対応）,HOUR,20.0,169265.04,3385300.71,JPY,NET30,SATO,0,eProc,338530.07,3723830.78
PO20253000021,1,2025-08-31,JP01,S002,横浜オフィス,D008,総務,CC1001,SC050,サミットBPO28 合同会社,SP010,Consulting Services,SGP010,Consulting & Professional Group,IM000091,CL002,リテールプロモ,CM019,売場データ,CS0091,売場データ（標準プラン）,LOT,6.0,6017458.52,36104751.1,JPY,NET45,SATO,0,eProc,3610475.11,39715226.21
PO20253000344,1,2025-08-31,JP01,S005,名古屋拠点,D003,経理,CC2101,SC019,オリオンパッケージ92 K.K.,SP019,Travel Japan K.K.,SGP009,Travel & Events Network,IM000096,CL002,リテールプロモ,CM020,販促物流,CS0096,販促物流（標準プラン）,EA,5.0,2134359.99,10671799.97,JPY,NET60,KOBAYASHI,1,Catalog,1067180.0,11738979.97
PO20253000326,1,2025-09-01,JP01,S002,横浜オフィス,D004,人事,CC2201,SC030,ユニオンサプライ56 合同会社,SP010,Consulting Services,SGP010,Consulting & Professional Group,IM000057,CL002,リテールプロモ,CM012,POP/印刷,CS0057,POP/印刷（プレミアムプラン）,EA,5.0,1304617.56,6523087.81,JPY,NET60,UEDA,0,eProc,652308.78,7175396.59
PO20253000268,1,2025-09-02,JP01,S001,本社（東京）,D008,総務,CC1001,SC007,アクティブBPO69 株式会社,SP007,Packaging East Japan,SGP007,Packaging & Materials Group,IM000025,CL001,マーケティング,CM005,PR/広報,CS0025,PR/広報（単発作業）,HOUR,20.0,205584.52,4111690.47,JPY,NET30,SUZUKI,1,eProc,411169.05,4522859.52
PO20253000404,1,2025-09-02,JP01,S005,名古屋拠点,D001,マーケティング,CC4001,SC018,フロンティアイベント35 株式会社,SP018,HR Services,SGP008,HR & Talent Solutions Group,IM000211,CL005,IT,CM043,クラウド,CS0211,クラウド（標準プラン）,SET,20.0,1082766.01,21655320.26,JPY,NET60,SUZUKI,0,Framework,2165532.03,23820852.29
PO20253000250,1,2025-09-03,JP01,S002,横浜オフィス,D002,営業（リテール）,CC4101,SC016,ブルームサプライ82 合同会社,SP016,Facilities Procurement Services,SGP006,Facilities & Workplace Services,IM000026,CL001,マーケティング,CM006,市場調査,CS0026,市場調査（標準プラン）,LOT,12.0,4384611.87,52615342.4,JPY,NET30,UEDA,0,Spot,5261534.24,57876876.64
PO20253000274,1,2025-09-03,JP01,S003,関東物流センター,D002,営業（リテール）,CC4101,SC040,ネクサスBPO71 合同会社,SP020,Consulting Partners,SGP010,Consulting & Professional Group,IM000096,CL002,リテールプロモ,CM020,販促物流,CS0096,販促物流（標準プラン）,EA,2.0,1304476.18,2608952.36,JPY,NET60,KOBAYASHI,1,Spot,260895.24,2869847.6
PO20253000071,1,2025-09-04,JP01,S003,関東物流センター,D005,情報システム,CC2001,SC015,ノヴァロジ21 Ltd.,SP015,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000076,CL002,リテールプロモ,CM016,店舗イベント,CS0076,店舗イベント（標準プラン）,PACK,20.0,1689499.32,33789986.42,JPY,NET45,KOBAYASHI,0,Catalog,3378998.64,37168985.06
PO20253000133,1,2025-09-04,JP01,S004,関西物流センター,D007,カスタマーセンター,CC7001,SC030,ユニオンサプライ56 合同会社,SP010,Consulting Services,SGP010,Consulting & Professional Group,IM000049,CL001,マーケティング,CM010,データ分析,CS0049,データ分析（月額サブスク）,HOUR,160.0,300546.21,48087394.4,JPY,NET45,SUZUKI,1,Framework,4808739.44,52896133.84
PO20253000432,1,2025-09-05,JP01,S001,本社（東京）,D009,SCM企画,CC5101,SC037,サミットロジ8 合同会社,SP017,Packaging Partners,SGP007,Packaging & Materials Group,IM000230,CL005,IT,CM046,SaaS(業務),CS0230,SaaS(業務)（単発作業）,LOT,6.0,4216205.2,25297231.22,JPY,NET30,SUZUKI,0,Spot,2529723.12,27826954.34
PO20253000279,1,2025-09-07,JP01,S002,横浜オフィス,D003,経理,CC2101,SC031,エコーマーケ93 K.K.,SP011,Global Marketing Alliance Agency,SGP001,Global Marketing Alliance,IM000050,CL001,マーケティング,CM010,データ分析,CS0050,データ分析（単発作業）,SET,10.0,1092538.77,10925387.69,JPY,NET60,UEDA,0,eProc,1092538.77,12017926.46
PO20253000475,1,2025-09-07,JP01,S005,名古屋拠点,D002,営業（リテール）,CC4101,SC050,サミットBPO28 合同会社,SP010,Consulting Services,SGP010,Consulting & Professional Group,IM000150,CL003,ビジネスサービス,CM030,総務支援,CS0150,総務支援（単発作業）,SET,2.0,2102637.6,4205275.19,JPY,NET60,SUZUKI,0,Framework,420527.52,4625802.71
PO20253000149,1,2025-09-09,JP01,S005,名古屋拠点,D001,マーケティング,CC4001,SC049,フロンティアプロモ66 合同会社,SP009,Travel East Japan,SGP009,Travel & Events Network,IM000149,CL003,ビジネスサービス,CM030,総務支援,CS0149,総務支援（月額サブスク）,LOT,12.0,6413167.74,76958012.94,JPY,NET30,SATO,1,Framework,7695801.29,84653814.23
PO20253000288,1,2025-09-11,JP01,S003,関東物流センター,D009,SCM企画,CC5101,SC038,クレストプロモ11 Ltd.,SP018,HR Services,SGP008,HR & Talent Solutions Group,IM000003,CL001,マーケティング,CM001,広告出稿,CS0003,広告出稿（スポット対応）,MONTH,6.0,3629906.56,21779439.34,JPY,NET45,SUZUKI,1,Framework,2177943.93,23957383.27
PO20253000347,1,2025-09-11,JP01,S004,関西物流センター,D006,物流,CC5001,SC012,ブルームサプライ59 K.K.,SP012,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000069,CL002,リテールプロモ,CM014,販促キャンペーン,CS0069,販促キャンペーン（月額サブスク）,PACK,2.0,1292787.16,2585574.31,JPY,NET30,KOBAYASHI,0,Spot,258557.43,2844131.74
PO20253000260,1,2025-09-12,JP01,S001,本社（東京）,D005,情報システム,CC2001,SC001,オリオンコンサル54 合同会社,SP001,Global Marketing Alliance East Japan,SGP001,Global Marketing Alliance,IM000133,CL003,ビジネスサービス,CM027,コンサル,CS0133,コンサル（スポット対応）,HOUR,80.0,198568.22,15885457.89,JPY,NET45,TANAKA,1,Framework,1588545.79,17474003.68
PO20253000023,1,2025-09-13,JP01,S005,名古屋拠点,D008,総務,CC1001,SC045,オリオンロジ9 K.K.,SP005,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000006,CL001,マーケティング,CM002,デジタル広告,CS0006,デジタル広告（標準プラン）,SET,2.0,1708053.58,3416107.16,JPY,NET30,UEDA,1,Catalog,341610.72,3757717.88
PO20253000342,1,2025-09-13,JP01,S005,名古屋拠点,D003,経理,CC2101,SC043,サミットイベント86 K.K.,SP003,Business Services Holdings Solutions,SGP003,Business Services Holdings,IM000019,CL001,マーケティング,CM004,SNS運用,CS0019,SNS運用（月額サブスク）,SET,5.0,1230724.95,6153624.76,JPY,NET60,SATO,1,Framework,615362.48,6768987.24
PO20253000072,1,2025-09-14,JP01,S001,本社（東京）,D002,営業（リテール）,CC4101,SC043,サミットイベント86 K.K.,SP003,Business Services Holdings Solutions,SGP003,Business Services Holdings,IM000056,CL002,リテールプロモ,CM012,POP/印刷,CS0056,POP/印刷（標準プラン）,MONTH,1.0,4138404.09,4138404.09,JPY,NET60,SUZUKI,1,Catalog,413840.41,4552244.5
PO20253000301,1,2025-09-14,JP01,S005,名古屋拠点,D004,人事,CC2201,SC037,サミットロジ8 合同会社,SP017,Packaging Partners,SGP007,Packaging & Materials Group,IM000085,CL002,リテールプロモ,CM017,ディスプレイ施工,CS0085,ディスプレイ施工（単発作業）,MONTH,6.0,7941431.88,47648591.29,JPY,NET30,SUZUKI,1,Spot,4764859.13,52413450.42
PO20253000131,1,2025-09-15,JP01,S002,横浜オフィス,D005,情報システム,CC2001,SC024,ネクサスコンサル64 株式会社,SP004,SCM Procurement Services,SGP004,SCM & Logistics Group,IM000035,CL001,マーケティング,CM007,CRM/メール,CS0035,CRM/メール（単発作業）,PACK,50.0,991500.19,49575009.49,JPY,NET30,TANAKA,0,Catalog,4957500.95,54532510.44
PO20253000013,1,2025-09-17,JP01,S002,横浜オフィス,D004,人事,CC2201,SC027,ブルームパッケージ60 K.K.,SP007,Packaging East Japan,SGP007,Packaging & Materials Group,IM000012,CL001,マーケティング,CM003,クリエイティブ制作,CS0012,クリエイティブ制作（プレミアムプラン）,MONTH,1.0,6824385.08,6824385.08,JPY,NET45,TANAKA,1,eProc,682438.51,7506823.59
PO20253000079,1,2025-09-17,JP01,S002,横浜オフィス,D005,情報システム,CC2001,SC008,ブルームプロモ71 K.K.,SP008,HR Partners,SGP008,HR & Talent Solutions Group,IM000026,CL001,マーケティング,CM006,市場調査,CS0026,市場調査（標準プラン）,LOT,6.0,3944518.79,23667112.76,JPY,NET30,KOBAYASHI,0,eProc,2366711.28,26033824.04
PO20253000029,1,2025-09-18,JP01,S005,名古屋拠点,D003,経理,CC2101,SC022,ノヴァコンサル34 Ltd.,SP002,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000118,CL003,ビジネスサービス,CM024,法務/士業,CS0118,法務/士業（スポット対応）,SET,1.0,1803201.48,1803201.48,JPY,NET60,SUZUKI,0,Framework,180320.15,1983521.63
PO20253000451,1,2025-09-18,JP01,S001,本社（東京）,D002,営業（リテール）,CC4101,SC019,オリオンパッケージ92 K.K.,SP019,Travel Japan K.K.,SGP009,Travel & Events Network,IM000133,CL003,ビジネスサービス,CM027,コンサル,CS0133,コンサル（スポット対応）,HOUR,20.0,196886.63,3937732.52,JPY,NET60,SATO,1,Framework,393773.25,4331505.77
PO20253000207,1,2025-09-19,JP01,S002,横浜オフィス,D007,カスタマーセンター,CC7001,SC030,ユニオンサプライ56 合同会社,SP010,Consulting Services,SGP010,Consulting & Professional Group,IM000060,CL002,リテールプロモ,CM012,POP/印刷,CS0060,POP/印刷（単発作業）,PACK,10.0,1575689.41,15756894.14,JPY,NET45,TANAKA,1,Spot,1575689.41,17332583.55
PO20253000295,1,2025-09-19,JP01,S004,関西物流センター,D001,マーケティング,CC4001,SC040,ネクサスBPO71 合同会社,SP020,Consulting Partners,SGP010,Consulting & Professional Group,IM000092,CL002,リテールプロモ,CM019,売場データ,CS0092,売場データ（プレミアムプラン）,SET,5.0,2893790.79,14468953.96,JPY,NET60,SATO,0,Framework,1446895.4,15915849.36
PO20253000420,1,2025-09-20,JP01,S004,関西物流センター,D002,営業（リテール）,CC4101,SC009,クレストデジタル74 合同会社,SP009,Travel East Japan,SGP009,Travel & Events Network,IM000213,CL005,IT,CM043,クラウド,CS0213,クラウド（スポット対応）,EA,5.0,1183052.16,5915260.81,JPY,NET45,SATO,0,Spot,591526.08,6506786.89
PO20253000022,1,2025-09-21,JP01,S002,横浜オフィス,D004,人事,CC2201,SC026,ブルームパッケージ9 Ltd.,SP006,Facilities West Japan,SGP006,Facilities & Workplace Services,IM000202,CL005,IT,CM041,PC/周辺機器,CS0202,PC/周辺機器（プレミアムプラン）,LOT,6.0,4409848.12,26459088.7,JPY,NET45,SUZUKI,0,Catalog,2645908.87,29104997.57
PO20253000319,1,2025-09-23,JP01,S004,関西物流センター,D001,マーケティング,CC4001,SC006,フロンティアデジタル78 K.K.,SP006,Facilities West Japan,SGP006,Facilities & Workplace Services,IM000025,CL001,マーケティング,CM005,PR/広報,CS0025,PR/広報（単発作業）,HOUR,40.0,276653.43,11066137.1,JPY,NET30,TANAKA,1,Framework,1106613.71,12172750.81
PO20253000001,1,2025-09-24,JP01,S002,横浜オフィス,D001,マーケティング,CC4001,SC014,サミットプロモ78 合同会社,SP014,SCM East Japan,SGP004,SCM & Logistics Group,IM000048,CL001,マーケティング,CM010,データ分析,CS0048,データ分析（スポット対応）,EA,2.0,1909863.03,3819726.06,JPY,NET60,SUZUKI,0,Framework,381972.61,4201698.67
PO20253000172,1,2025-09-24,JP01,S001,本社（東京）,D001,マーケティング,CC4001,SC031,エコーマーケ93 K.K.,SP011,Global Marketing Alliance Agency,SGP001,Global Marketing Alliance,IM000074,CL002,リテールプロモ,CM015,サンプリング,CS0074,サンプリング（月額サブスク）,HOUR,80.0,336116.91,26889353.18,JPY,NET30,SUZUKI,0,eProc,2688935.32,29578288.5
PO20253000211,1,2025-09-25,JP01,S005,名古屋拠点,D001,マーケティング,CC4001,SC001,オリオンコンサル54 合同会社,SP001,Global Marketing Alliance East Japan,SGP001,Global Marketing Alliance,IM000020,CL001,マーケティング,CM004,SNS運用,CS0020,SNS運用（単発作業）,SET,10.0,1837331.82,18373318.21,JPY,NET60,UEDA,0,Catalog,1837331.82,20210650.03
PO20253000229,1,2025-09-26,JP01,S005,名古屋拠点,D004,人事,CC2201,SC026,ブルームパッケージ9 Ltd.,SP006,Facilities West Japan,SGP006,Facilities & Workplace Services,IM000112,CL003,ビジネスサービス,CM023,研修/教育,CS0112,研修/教育（プレミアムプラン）,HOUR,80.0,162241.3,12979303.66,JPY,NET60,SUZUKI,0,Catalog,1297930.37,14277234.03
PO20253000038,1,2025-09-27,JP01,S005,名古屋拠点,D008,総務,CC1001,SC033,サミットコンサル78 合同会社,SP013,Business Services Holdings Japan K.K.,SGP003,Business Services Holdings,IM000125,CL003,ビジネスサービス,CM025,会計/経理,CS0125,会計/経理（単発作業）,EA,10.0,1424664.2,14246642.03,JPY,NET45,SUZUKI,1,Framework,1424664.2,15671306.23
PO20253000026,1,2025-09-28,JP01,S005,名古屋拠点,D001,マーケティング,CC4001,SC008,ブルームプロモ71 K.K.,SP008,HR Partners,SGP008,HR & Talent Solutions Group,IM000138,CL003,ビジネスサービス,CM028,清掃/警備,CS0138,清掃/警備（スポット対応）,SET,1.0,1844476.18,1844476.18,JPY,NET30,TANAKA,0,Catalog,184447.62,2028923.8
PO20253000255,1,2025-09-28,JP01,S004,関西物流センター,D009,SCM企画,CC5101,SC021,ネクサスサプライ18 合同会社,SP001,Global Marketing Alliance East Japan,SGP001,Global Marketing Alliance,IM000004,CL001,マーケティング,CM001,広告出稿,CS0004,広告出稿（月額サブスク）,MONTH,1.0,6955079.23,6955079.23,JPY,NET45,KOBAYASHI,0,Catalog,695507.92,7650587.15
PO20253000095,1,2025-09-29,JP01,S001,本社（東京）,D008,総務,CC1001,SC031,エコーマーケ93 K.K.,SP011,Global Marketing Alliance Agency,SGP001,Global Marketing Alliance,IM000115,CL003,ビジネスサービス,CM023,研修/教育,CS0115,研修/教育（単発作業）,PACK,1.0,1573548.3,1573548.3,JPY,NET60,KOBAYASHI,0,eProc,157354.83,1730903.13
PO20253000142,1,2025-09-29,JP01,S005,名古屋拠点,D008,総務,CC1001,SC019,オリオンパッケージ92 K.K.,SP019,Travel Japan K.K.,SGP009,Travel & Events Network,IM000070,CL002,リテールプロモ,CM014,販促キャンペーン,CS0070,販促キャンペーン（単発作業）,MONTH,1.0,5109038.07,5109038.07,JPY,NET30,SUZUKI,0,eProc,510903.81,5619941.88
PO20253000408,1,2025-09-29,JP01,S004,関西物流センター,D004,人事,CC2201,SC017,フロンティアマーケ30 株式会社,SP017,Packaging Partners,SGP007,Packaging & Materials Group,IM000003,CL001,マーケティング,CM001,広告出稿,CS0003,広告出稿（スポット対応）,MONTH,6.0,5352927.18,32117563.06,JPY,NET60,SATO,0,Spot,3211756.31,35329319.37
PO20253000468,1,2025-09-29,JP01,S001,本社（東京）,D003,経理,CC2101,SC010,ユニオンマーケ85 合同会社,SP010,Consulting Services,SGP010,Consulting & Professional Group,IM000071,CL002,リテールプロモ,CM015,サンプリング,CS0071,サンプリング（標準プラン）,SET,3.0,1779888.25,5339664.75,JPY,NET45,KOBAYASHI,0,Framework,533966.48,5873631.23
PO20253000002,1,2025-09-30,JP01,S002,横浜オフィス,D006,物流,CC5001,SC040,ネクサスBPO71 合同会社,SP020,Consulting Partners,SGP010,Consulting & Professional Group,IM000010,CL001,マーケティング,CM002,デジタル広告,CS0010,デジタル広告（単発作業）,PACK,50.0,1410654.33,70532716.58,JPY,NET60,KOBAYASHI,0,Catalog,7053271.66,77585988.24
PO20253000118,1,2025-09-30,JP01,S004,関西物流センター,D005,情報システム,CC2001,SC031,エコーマーケ93 K.K.,SP011,Global Marketing Alliance Agency,SGP001,Global Marketing Alliance,IM000033,CL001,マーケティング,CM007,CRM/メール,CS0033,CRM/メール（スポット対応）,EA,1.0,1113036.56,1113036.56,JPY,NET60,UEDA,1,Spot,111303.66,1224340.22
PO20253000069,1,2025-10-01,JP01,S002,横浜オフィス,D004,人事,CC2201,SC002,エコーパッケージ36 株式会社,SP002,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000144,CL003,ビジネスサービス,CM029,設備保全,CS0144,設備保全（月額サブスク）,HOUR,160.0,296877.79,47500446.39,JPY,NET45,KOBAYASHI,0,Framework,4750044.64,52250491.03
PO20253000282,1,2025-10-01,JP01,S004,関西物流センター,D007,カスタマーセンター,CC7001,SC034,ネクサスデジタル98 合同会社,SP014,SCM East Japan,SGP004,SCM & Logistics Group,IM000104,CL003,ビジネスサービス,CM021,BPO/事務委託,CS0104,BPO/事務委託（月額サブスク）,MONTH,2.0,7453591.22,14907182.44,JPY,NET30,KOBAYASHI,0,Framework,1490718.24,16397900.68
PO20253000052,1,2025-10-02,JP01,S001,本社（東京）,D009,SCM企画,CC5101,SC022,ノヴァコンサル34 Ltd.,SP002,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000034,CL001,マーケティング,CM007,CRM/メール,CS0034,CRM/メール（月額サブスク）,HOUR,80.0,208247.58,16659806.58,JPY,NET30,UEDA,0,Catalog,1665980.66,18325787.24
PO20253000206,1,2025-10-02,JP01,S005,名古屋拠点,D005,情報システム,CC2001,SC035,ノヴァコンサル1 K.K.,SP015,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000208,CL005,IT,CM042,ソフトウェア,CS0208,ソフトウェア（スポット対応）,LOT,3.0,2955865.6,8867596.8,JPY,NET60,SATO,0,Catalog,886759.68,9754356.48
PO20253000280,1,2025-10-03,JP01,S003,関東物流センター,D007,カスタマーセンター,CC7001,SC027,ブルームパッケージ60 K.K.,SP007,Packaging East Japan,SGP007,Packaging & Materials Group,IM000081,CL002,リテールプロモ,CM017,ディスプレイ施工,CS0081,ディスプレイ施工（標準プラン）,EA,2.0,1892800.0,3785600.0,JPY,NET45,UEDA,0,Framework,378560.0,4164160.0
PO20253000433,1,2025-10-03,JP01,S003,関東物流センター,D007,カスタマーセンター,CC7001,SC032,ノヴァビジネス65 株式会社,SP012,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000220,CL005,IT,CM044,ネットワーク,CS0220,ネットワーク（単発作業）,PACK,2.0,728971.75,1457943.5,JPY,NET45,UEDA,0,Catalog,145794.35,1603737.85
PO20253000151,1,2025-10-04,JP01,S001,本社（東京）,D002,営業（リテール）,CC4101,SC019,オリオンパッケージ92 K.K.,SP019,Travel Japan K.K.,SGP009,Travel & Events Network,IM000012,CL001,マーケティング,CM003,クリエイティブ制作,CS0012,クリエイティブ制作（プレミアムプラン）,MONTH,6.0,4971055.27,29826331.63,JPY,NET45,SUZUKI,0,Catalog,2982633.16,32808964.79
